annotation_id,review_id,domain,entity_id,entity_name,review_text,rating,source,benchmark_type,human_has_issue,human_issue,annotation_reason,annotation_source,human_verified,annotator_notes
MINILM_GT_0164,CTRL_ecommerce_0164,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The courier kept delaying the shipment and the item still has not arrived.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,delivery,Constructed single-issue example for delivery.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0224,CTRL_ecommerce_0224,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,I returned the wrong size and the refund arrived promptly. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0121,CTRL_hotel_0121,hotel,controlled_hotel,Controlled Hotel Benchmark,"The room was clean, quiet and comfortable throughout our stay. Overall I was satisfied.",5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0240,CTRL_ecommerce_0240,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product quality is good for the price I paid. This was a straightforward positive experience.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0278,CTRL_restaurant_0278,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The music was so loud that we could barely talk at the table.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,ambience,Constructed single-issue example for ambience.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0128,CTRL_hotel_0128,hotel,controlled_hotel,Controlled Hotel Benchmark,Wi-Fi was fast enough for video calls and work. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0075,CTRL_mobile_app_0075,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The calendar sync works reliably across my devices. I would happily choose it again.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0030,CTRL_mobile_app_0030,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,My subscription renewed automatically after I had already turned renewal off.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,subscription,Constructed single-issue example for subscription.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0084,CTRL_hotel_0084,hotel,controlled_hotel,Controlled Hotel Benchmark,The towels were stained and the toilet had clearly not been cleaned properly.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,cleanliness,Constructed single-issue example for cleanliness.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0266,CTRL_restaurant_0266,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,We waited a long time just to place our order.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,wait_time,Constructed single-issue example for wait time.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0108,CTRL_hotel_0108,hotel,controlled_hotel,Controlled Hotel Benchmark,The sound from the road was so loud that sleep was difficult.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,noise,Constructed single-issue example for noise.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0174,CTRL_ecommerce_0174,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,I cannot get my money back even though the return was accepted.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,refund,Constructed single-issue example for refund.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0180,CTRL_ecommerce_0180,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product looks like a duplicate imitation rather than the real brand.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,fake_product,Constructed single-issue example for fake product.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0134,CTRL_hotel_0134,hotel,controlled_hotel,Controlled Hotel Benchmark,The staff were friendly and helpful whenever we needed anything. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0254,CTRL_restaurant_0254,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The table surface was sticky and covered with old crumbs.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,hygiene,Constructed single-issue example for hygiene.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0246,CTRL_restaurant_0246,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The steak was dry and overcooked.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,food_quality,Constructed single-issue example for food quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0296,CTRL_restaurant_0296,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The dining area was clean and the table was spotless. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0066,CTRL_mobile_app_0066,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Pages load quickly and scrolling is smooth on my phone. Everything worked as expected.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0226,CTRL_ecommerce_0226,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The parcel was sealed properly and protected with enough padding. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0086,CTRL_hotel_0086,hotel,controlled_hotel,Controlled Hotel Benchmark,We found marks on the sheets and dirt around the bathroom.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,cleanliness,Constructed single-issue example for cleanliness.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0243,CTRL_restaurant_0243,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The pasta was overcooked and had almost no flavour.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,food_quality,Constructed single-issue example for food quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0160,CTRL_hotel_0160,hotel,controlled_hotel,Controlled Hotel Benchmark,The room was well maintained and everything was clean. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0013,CTRL_mobile_app_0013,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,My card was charged twice for a single purchase.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,payment,Constructed single-issue example for payment.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0036,CTRL_mobile_app_0036,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Every screen takes several seconds to respond and the app feels extremely slow.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,performance,Constructed single-issue example for performance.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0029,CTRL_mobile_app_0029,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The app makes it easy to subscribe but very hard to end the plan.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,subscription,Constructed single-issue example for subscription.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0171,CTRL_ecommerce_0171,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The return process was completed but the purchase amount has not been refunded.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,refund,Constructed single-issue example for refund.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0143,CTRL_hotel_0143,hotel,controlled_hotel,Controlled Hotel Benchmark,The room facilities worked properly and the temperature was comfortable. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0267,CTRL_restaurant_0267,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The drinks did not arrive until more than thirty minutes after ordering.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,wait_time,Constructed single-issue example for wait time.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0132,CTRL_hotel_0132,hotel,controlled_hotel,Controlled Hotel Benchmark,Check-in was quick and our reservation was ready when we arrived. This was a straightforward positive experience.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0210,CTRL_ecommerce_0210,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The item feels well made and works exactly as expected. Everything worked as expected.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0052,CTRL_mobile_app_0052,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,My payment went through once and the purchase activated immediately. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0096,CTRL_hotel_0096,hotel,controlled_hotel,Controlled Hotel Benchmark,Staff ignored us repeatedly when we asked for assistance.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,staff_service,Constructed single-issue example for staff service.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0239,CTRL_ecommerce_0239,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product quality is good for the price I paid. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0179,CTRL_ecommerce_0179,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The seller advertised an original item but sent a counterfeit one.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,fake_product,Constructed single-issue example for fake product.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0251,CTRL_restaurant_0251,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,There was an unpleasant smell and the dining area looked dirty.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,hygiene,Constructed single-issue example for hygiene.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0042,CTRL_mobile_app_0042,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The app opens quickly and all of my tasks save correctly. Everything worked as expected.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0090,CTRL_hotel_0090,hotel,controlled_hotel,Controlled Hotel Benchmark,There was no hot water in the shower during our stay.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,room_quality,Constructed single-issue example for room quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0247,CTRL_restaurant_0247,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The dish tasted bad and the ingredients did not seem fresh.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,food_quality,Constructed single-issue example for food quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0137,CTRL_hotel_0137,hotel,controlled_hotel,Controlled Hotel Benchmark,The bathroom was spotless and the bed was comfortable. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0027,CTRL_mobile_app_0027,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,My free trial ended and I was enrolled in a paid plan without enough warning.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,subscription,Constructed single-issue example for subscription.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0314,CTRL_restaurant_0314,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The restaurant was clean and the bathroom was well maintained. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0142,CTRL_hotel_0142,hotel,controlled_hotel,Controlled Hotel Benchmark,The room facilities worked properly and the temperature was comfortable. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0228,CTRL_ecommerce_0228,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The parcel was sealed properly and protected with enough padding. This was a straightforward positive experience.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0001,CTRL_mobile_app_0001,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The app closes itself every time I open the calendar.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,crash,Constructed single-issue example for crash.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0288,CTRL_restaurant_0288,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,Our server was friendly and the service was attentive. This was a straightforward positive experience.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0275,CTRL_restaurant_0275,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The atmosphere was uncomfortable because the music was far too loud.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,ambience,Constructed single-issue example for ambience.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0292,CTRL_restaurant_0292,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,We were seated quickly and the food arrived without a long wait. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0101,CTRL_hotel_0101,hotel,controlled_hotel,Controlled Hotel Benchmark,The front desk employee showed a very poor attitude toward guests.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,staff_service,Constructed single-issue example for staff service.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0193,CTRL_ecommerce_0193,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The outer box was damaged and the product had been packed carelessly.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,packaging,Constructed single-issue example for packaging.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0276,CTRL_restaurant_0276,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The seating area felt cramped and unpleasant.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,ambience,Constructed single-issue example for ambience.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0104,CTRL_hotel_0104,hotel,controlled_hotel,Controlled Hotel Benchmark,Loud music from downstairs made it difficult to sleep.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,noise,Constructed single-issue example for noise.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0172,CTRL_ecommerce_0172,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,I sent the product back and have received neither a replacement nor my money.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,refund,Constructed single-issue example for refund.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0099,CTRL_hotel_0099,hotel,controlled_hotel,Controlled Hotel Benchmark,Hotel staff were dismissive and made no effort to resolve our request.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,staff_service,Constructed single-issue example for staff service.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0037,CTRL_mobile_app_0037,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Scrolling through my list is laggy even though my phone is new.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,performance,Constructed single-issue example for performance.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0250,CTRL_restaurant_0250,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The restaurant floor and bathroom were both unclean.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,hygiene,Constructed single-issue example for hygiene.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0062,CTRL_mobile_app_0062,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The free version shows a small banner that does not interrupt normal use. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0151,CTRL_hotel_0151,hotel,controlled_hotel,Controlled Hotel Benchmark,Our booking details were correct and checkout was simple. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0048,CTRL_mobile_app_0048,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Signing in worked on the first attempt and my account loaded normally. This was a straightforward positive experience.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0230,CTRL_ecommerce_0230,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The device works well and the build quality feels solid. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0280,CTRL_restaurant_0280,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The seating was uncomfortable and the environment felt crowded.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,ambience,Constructed single-issue example for ambience.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0012,CTRL_mobile_app_0012,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,I was signed out and now there is no way to access my profile.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,login,Constructed single-issue example for login.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0317,CTRL_restaurant_0317,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The ambience was pleasant and we could talk comfortably. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0201,CTRL_ecommerce_0201,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The order arrived on time and the item matched the description. Overall I was satisfied.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0287,CTRL_restaurant_0287,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,Our server was friendly and the service was attentive. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0028,CTRL_mobile_app_0028,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,"I cancelled last week, yet the premium membership is still active and billing me.",2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,subscription,Constructed single-issue example for subscription.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0249,CTRL_restaurant_0249,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The table was dirty and had not been cleaned before we sat down.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,hygiene,Constructed single-issue example for hygiene.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0005,CTRL_mobile_app_0005,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The application becomes frozen when I try to save a new event.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,crash,Constructed single-issue example for crash.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0123,CTRL_hotel_0123,hotel,controlled_hotel,Controlled Hotel Benchmark,"The room was clean, quiet and comfortable throughout our stay. I would happily choose it again.",4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0033,CTRL_mobile_app_0033,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,A pop-up promotion appears repeatedly while I am trying to enter a task.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,advertising,Constructed single-issue example for advertising.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0232,CTRL_ecommerce_0232,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The device works well and the build quality feels solid. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0163,CTRL_ecommerce_0163,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,Shipping took far longer than the estimate shown at checkout.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,delivery,Constructed single-issue example for delivery.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0238,CTRL_ecommerce_0238,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product quality is good for the price I paid. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0284,CTRL_restaurant_0284,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,"The food was fresh, hot and full of flavour. This was a straightforward positive experience.",5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0139,CTRL_hotel_0139,hotel,controlled_hotel,Controlled Hotel Benchmark,The bathroom was spotless and the bed was comfortable. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0063,CTRL_mobile_app_0063,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The free version shows a small banner that does not interrupt normal use. I would happily choose it again.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0216,CTRL_ecommerce_0216,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,Delivery was faster than estimated and tracking was accurate. This was a straightforward positive experience.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0136,CTRL_hotel_0136,hotel,controlled_hotel,Controlled Hotel Benchmark,The staff were friendly and helpful whenever we needed anything. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0299,CTRL_restaurant_0299,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The prices were reasonable for the portion sizes. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0129,CTRL_hotel_0129,hotel,controlled_hotel,Controlled Hotel Benchmark,Check-in was quick and our reservation was ready when we arrived. Overall I was satisfied.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0311,CTRL_restaurant_0311,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The staff were polite and helpful throughout dinner. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0009,CTRL_mobile_app_0009,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,"I never receive the verification code, so account access is impossible.",1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,login,Constructed single-issue example for login.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
